UID,Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Col12,Col13,Col14,Col15,Col16,Col17,Col18,Col19,Col20,Col21,Col22,Col23,Col24,Col25,Col26,Col27,Col28,Col29,Col30,Col31,Col32,Col33,Col34,Col35,Col36,Col37,Col38,Col39,Col40,Col41,Col42,Col43,Col44,Col45,Col46,Col47,Col48,Col49,Col50,Col51,Col52,Col53,Col54,Col55,Col56,Col57,Col58,Col59,Col60,Col61,Col62,Col63,Col64,Col65,Col66,Col67,Col68,Col69,Col70,Col71,Col72,Col73,Col74,Col75,Col76,Col77,Col78,Col79,Col80,Col81,Col82,Col83,Col84,Col85,Col86,Col87,Col88,Col89,Col90,Col91,Col92,Col93,Col94,Col95,Col96,Col97,Col98,Col99,Col100
802,4,5,21,37,140,241,1,23,1,246,159,4,1736,17,3,113,2,31,24,1,5,3,23,2,3,1,2,5,1,5,10,95,11,19,106,8,2,12,163,1,19,12,4,46,3,361,1,1,236,2,289,2,312,155,4,324,1,26,55,4,2,29,1,26,40,35,15,6,1,32,12,4,9,1,54,3,1,3,4,20,3,37,3,16,4,3,13,4,18,5,4,8,8,13,23,4,2,4,4,9
803,2,1,118,13,121,158,2,27,1,32,152,1,1406,75,1,319,1,21,33,3,2,2,38,3,3,3,1,5,1,5,23,194,7,17,9,38,21,22,152,1,21,4,31,31,1,913,7,2,189,3,320,3,125,86,1,313,2,6,2,3,4,26,1,49,44,24,29,3,4,27,17,2,56,3,56,2,4,1,2,28,3,35,8,10,2,3,36,4,10,5,1,2,26,29,32,1,5,2,4,4
804,21,3,154,18,417,501,1,28,2,111,166,3,1225,90,5,173,1,11,3,1,2,3,18,2,3,3,2,3,1,1,6,106,7,23,113,16,19,36,129,1,36,9,6,14,1,833,3,1,409,3,222,3,425,337,3,52,5,41,31,2,3,24,4,24,8,18,27,3,1,49,12,3,42,3,14,6,3,1,3,5,5,17,7,42,3,4,40,2,61,4,4,9,25,26,35,2,2,4,9,2
805,1,4,562,1,276,406,3,1,1,116,107,4,660,204,3,128,2,19,29,2,1,3,32,3,2,3,3,5,1,4,51,203,8,18,94,24,16,33,133,1,233,2,15,113,4,705,5,2,163,3,391,1,453,228,2,290,4,21,7,2,1,2,3,15,48,46,42,1,3,45,22,2,26,3,26,6,1,6,4,15,4,24,9,20,1,5,40,4,61,5,1,8,19,21,22,4,1,1,3,3
806,21,5,1109,2,367,635,1,5,1,209,39,3,317,53,1,276,3,23,2,2,1,3,26,1,1,1,1,1,1,4,14,194,10,25,63,5,17,11,203,1,86,5,30,119,2,933,1,2,413,2,101,3,90,203,6,116,2,9,64,2,2,27,2,28,21,28,19,3,3,9,3,3,13,2,39,6,4,3,2,11,3,16,7,13,3,4,35,5,64,3,4,5,11,20,9,4,1,5,3,8
807,16,2,1020,48,301,532,1,7,1,101,140,5,520,164,4,148,3,4,34,2,4,2,49,1,3,1,3,4,1,5,1,14,8,13,61,5,9,33,10,1,194,7,14,77,4,274,4,1,82,1,435,3,269,55,6,187,3,43,21,5,3,17,4,24,55,18,41,2,1,6,12,3,15,1,51,2,2,2,4,52,4,21,9,4,4,2,5,3,18,4,3,8,26,27,7,3,5,2,10,8
808,22,5,8,5,266,870,2,35,2,181,113,2,193,60,5,24,1,35,23,3,1,3,19,4,1,2,3,3,1,1,15,39,1,4,47,13,4,23,140,1,101,2,3,65,3,279,4,2,17,1,146,2,107,105,6,270,4,5,22,5,3,32,2,15,33,44,11,2,1,6,24,1,56,3,18,2,1,3,2,57,4,5,7,30,1,5,54,1,7,5,3,2,16,13,25,2,1,5,8,9
809,27,5,402,7,252,522,2,29,2,211,179,5,801,21,1,247,3,9,16,1,4,1,30,5,3,3,3,2,1,2,45,90,5,6,69,18,14,14,18,1,92,3,2,22,4,132,7,2,39,2,80,1,394,266,3,111,2,2,44,4,3,42,4,48,37,45,4,5,4,28,4,4,4,1,32,4,1,5,4,45,6,23,5,36,1,2,3,1,11,4,1,5,19,35,29,1,2,5,6,2
810,6,4,535,47,354,207,3,23,2,149,29,1,1104,209,2,327,1,6,11,1,1,4,49,3,3,2,1,1,1,5,40,132,3,11,76,1,11,16,44,1,230,11,33,8,1,1156,3,2,41,1,199,2,172,88,4,315,3,14,27,1,1,49,1,38,18,19,22,6,3,65,23,3,24,3,4,3,3,4,4,12,5,15,5,7,4,3,27,5,13,1,2,9,45,15,27,3,3,1,3,9
811,34,5,689,11,246,975,1,38,1,79,42,2,2342,133,4,172,1,40,28,3,5,2,17,1,2,3,2,2,1,3,33,160,7,18,73,1,17,13,125,1,111,5,6,113,4,85,9,1,180,3,146,1,70,171,1,101,2,21,34,3,1,54,4,50,39,46,3,2,4,26,43,1,54,4,3,3,4,6,2,19,2,9,7,15,3,5,14,2,51,4,4,1,18,44,45,4,1,5,2,1
812,9,1,905,37,2,1333,1,41,2,73,106,5,1279,77,2,160,3,44,16,3,2,1,7,4,1,3,2,3,1,1,38,64,9,19,17,19,15,24,74,1,189,6,19,21,4,757,6,2,73,2,187,1,237,230,2,28,3,35,60,2,3,3,3,42,16,22,49,4,3,13,31,2,16,3,19,3,1,6,3,8,2,6,2,23,4,3,62,5,17,2,2,10,20,7,8,2,1,2,7,6
813,4,4,626,38,198,186,3,43,1,98,78,5,708,117,4,305,1,30,1,1,2,1,27,3,2,3,3,5,1,4,25,151,11,28,23,31,16,3,128,1,68,4,3,24,1,62,3,3,272,1,260,1,318,26,5,204,1,25,43,1,1,23,3,62,15,34,39,4,4,58,35,3,3,3,18,5,4,2,2,62,1,7,7,36,3,4,5,2,47,4,3,8,19,24,9,4,2,3,10,5
814,16,2,366,25,256,569,2,10,1,271,49,5,1132,209,4,239,1,26,34,2,2,3,5,4,1,3,1,3,1,5,22,232,2,21,105,9,23,25,177,1,44,2,24,114,3,523,7,1,220,1,230,2,26,94,1,227,2,24,26,1,1,30,4,42,7,19,14,2,3,49,23,1,25,1,43,6,3,3,4,36,3,41,8,18,1,2,35,1,41,3,3,1,39,27,20,4,4,2,9,4
815,3,3,903,5,346,556,3,29,1,301,101,1,1511,86,5,159,2,17,1,1,4,2,23,3,1,2,3,4,1,4,38,36,5,28,122,41,22,25,214,1,202,8,29,62,3,672,8,3,412,1,69,3,95,233,4,33,6,17,46,3,3,24,3,33,50,16,52,5,3,58,2,1,37,4,55,1,3,3,3,13,1,25,1,21,1,1,35,2,25,1,3,3,40,32,7,3,5,3,9,3
816,1,2,624,6,48,792,1,25,1,183,17,4,2214,172,3,6,1,43,30,3,2,4,44,1,2,2,2,3,1,2,33,60,1,9,41,18,17,2,223,1,209,2,26,80,1,11,4,1,305,2,210,1,193,199,2,84,1,18,57,2,1,34,1,56,52,31,20,5,1,7,9,3,23,3,42,2,4,4,2,4,6,4,4,34,4,2,2,4,10,4,3,9,28,18,36,4,5,3,7,4
817,8,3,1021,28,154,1075,3,20,2,129,7,2,119,173,4,151,3,33,4,2,3,2,5,2,1,2,1,2,1,5,45,35,10,9,12,11,19,9,25,1,54,1,11,111,2,897,5,2,431,1,378,2,136,158,6,329,3,25,62,5,3,17,3,6,50,20,1,6,4,3,30,2,13,2,5,3,4,5,2,35,6,40,6,23,1,1,64,2,57,3,2,3,15,44,40,3,4,2,4,7
818,5,5,56,13,275,1246,1,16,1,90,211,5,751,82,5,183,3,23,5,3,3,3,2,4,3,1,3,1,1,4,24,93,12,22,52,37,2,14,98,1,192,6,8,26,1,970,5,2,291,3,14,2,25,257,2,91,2,6,55,4,1,7,3,55,31,12,14,6,4,25,7,1,43,4,48,2,4,3,1,46,5,10,3,15,3,2,55,1,34,5,3,7,36,24,12,2,3,5,1,3
819,33,2,767,41,427,212,2,32,1,301,85,5,217,182,3,300,1,20,9,1,3,4,27,1,3,1,2,4,1,1,31,132,11,9,15,23,2,36,152,1,170,7,22,91,4,1216,10,2,449,2,109,3,222,142,5,133,4,3,29,2,2,26,2,20,40,10,9,2,3,53,19,1,1,1,18,3,1,3,1,35,1,26,8,16,3,4,47,1,26,2,3,1,22,40,34,1,5,3,5,9
820,28,2,77,6,369,65,3,42,1,123,81,5,637,87,1,93,2,38,15,3,2,2,24,4,3,2,1,2,1,4,18,194,12,5,109,10,21,5,42,1,210,12,5,41,2,434,7,2,208,3,171,3,29,201,3,209,4,7,24,1,2,45,4,56,35,16,44,4,4,41,11,3,56,2,52,3,4,2,1,60,6,29,9,28,2,5,59,3,49,3,2,4,20,35,18,3,5,1,8,10
821,26,1,809,12,391,29,1,1,1,16,24,4,904,15,3,178,1,13,22,3,2,3,10,1,2,2,2,2,1,1,42,38,8,34,68,22,18,21,15,1,65,4,24,55,3,1230,1,2,391,3,189,2,54,107,2,273,5,27,45,2,4,27,4,42,55,43,48,4,4,14,36,2,17,1,22,5,2,3,1,21,2,17,5,21,3,4,15,2,37,1,3,10,29,9,19,2,5,5,2,5
822,4,3,663,23,187,795,1,25,1,153,65,5,309,28,1,208,2,25,16,3,4,1,51,2,1,1,1,2,1,5,39,58,1,13,96,14,13,33,11,1,47,6,23,63,1,270,1,3,93,3,275,2,403,309,2,8,3,11,61,1,4,26,3,29,49,5,48,3,3,23,4,4,1,3,30,5,2,6,3,25,5,30,7,20,2,5,12,2,64,5,4,5,41,5,7,4,1,1,4,5
823,21,5,370,34,312,470,3,16,2,269,37,1,1952,4,5,84,3,31,11,1,1,3,32,4,1,3,2,5,1,3,48,173,3,28,116,19,21,41,104,1,181,12,5,53,2,351,3,3,391,3,320,1,30,140,3,55,4,44,2,4,2,38,4,19,2,5,9,6,3,43,18,1,29,1,38,2,1,6,2,21,4,19,4,15,3,1,23,2,24,1,4,8,40,14,13,1,1,1,4,6
824,5,5,872,6,162,56,2,11,1,274,8,2,1313,190,2,198,2,1,35,3,3,3,12,1,2,3,2,4,1,1,7,210,2,6,75,33,16,12,125,1,78,4,19,63,3,684,9,3,212,1,237,1,137,123,1,278,6,38,56,4,4,40,3,19,32,4,11,4,2,61,23,3,31,1,14,1,4,6,3,44,6,14,9,14,4,3,16,1,27,1,3,3,26,4,32,1,5,3,8,4
825,17,5,619,24,418,1105,3,3,1,25,107,2,302,130,5,165,2,40,3,2,4,3,52,5,3,3,3,2,1,4,12,105,1,24,40,8,9,40,84,1,104,2,7,44,3,169,4,2,335,1,135,1,204,182,5,139,1,38,16,1,4,23,3,42,26,34,22,6,4,32,30,2,51,4,31,4,2,2,1,33,1,12,7,16,3,1,38,3,35,6,3,4,34,19,23,3,2,3,1,9
826,11,3,698,32,388,52,2,19,2,153,10,1,392,168,5,272,3,26,27,3,3,3,50,2,1,3,1,3,1,2,40,208,6,6,48,31,16,26,41,1,50,7,23,97,2,803,2,2,423,3,228,1,182,244,1,230,1,23,13,5,2,36,3,5,36,20,8,4,3,25,7,1,25,2,14,1,4,1,2,30,2,2,9,28,1,3,42,1,63,2,2,8,5,2,16,2,1,5,3,8
827,4,5,335,28,419,683,2,39,2,102,95,2,2158,156,3,139,3,33,7,2,3,3,11,1,1,2,2,3,1,3,11,2,3,3,117,29,12,35,195,1,8,7,30,71,3,316,1,2,333,3,18,2,416,86,2,274,6,33,23,3,1,21,3,41,15,25,54,1,2,24,4,3,37,1,15,4,3,6,1,25,6,24,1,22,4,2,51,5,18,5,1,3,24,9,12,3,2,1,8,1
828,1,5,313,48,354,1154,2,31,2,342,179,3,840,36,3,241,2,24,27,2,4,4,3,1,3,1,2,3,1,3,12,202,4,24,31,33,19,2,226,1,87,10,27,100,4,1161,7,3,21,3,231,3,159,166,3,141,3,13,61,5,4,13,3,21,40,37,46,1,4,9,17,3,30,2,53,6,2,2,4,52,5,14,8,36,2,4,32,4,5,5,2,8,42,31,18,3,4,5,7,9
829,18,1,171,11,350,621,1,40,1,159,154,1,1993,200,2,49,3,20,30,2,3,3,42,5,1,2,2,4,1,2,26,183,3,22,38,39,20,11,36,1,120,5,27,120,3,231,1,3,221,3,148,1,404,130,1,100,4,7,28,5,4,5,4,59,40,29,10,4,4,8,18,4,27,2,35,2,3,3,4,16,5,33,4,7,4,1,46,4,51,4,4,1,45,45,24,2,5,3,7,8
830,14,1,466,9,58,789,2,1,1,261,162,4,707,9,2,192,2,24,30,2,2,4,35,2,1,1,2,4,1,4,19,167,11,10,117,25,10,32,205,1,89,5,29,78,4,669,10,2,87,3,308,1,432,144,4,291,1,17,9,1,4,43,1,28,25,31,1,1,4,56,45,2,13,4,63,4,4,3,4,11,6,10,5,4,3,5,41,5,21,5,1,3,17,4,5,2,4,3,6,5
831,1,5,870,41,109,1049,2,16,2,146,183,1,1741,223,3,278,3,18,30,1,2,1,11,1,1,3,3,5,1,4,41,61,9,24,92,10,19,9,171,1,58,5,14,48,3,953,3,3,400,2,259,2,198,333,3,50,4,25,42,4,1,38,1,33,46,39,37,5,3,43,17,3,36,1,64,3,2,5,1,46,5,7,8,3,2,4,2,2,50,3,3,10,41,6,36,4,1,5,10,7
832,34,2,90,23,48,610,1,21,2,257,35,1,871,233,1,316,3,36,27,2,5,2,26,4,1,3,3,4,1,2,7,56,2,18,5,17,23,8,113,1,140,1,11,44,4,264,9,1,202,2,244,3,323,152,1,110,5,11,10,2,3,6,4,62,7,16,41,2,1,7,4,4,33,1,49,4,3,5,2,25,1,8,3,39,1,2,28,5,17,4,1,3,30,25,28,4,2,5,7,6
833,29,5,98,9,148,919,2,16,1,191,31,4,1318,117,4,314,3,3,34,2,1,1,31,4,1,2,2,4,1,3,18,63,4,17,3,17,6,27,101,1,85,1,6,62,4,237,7,2,265,2,295,3,253,261,2,281,4,35,49,3,2,32,2,31,55,2,14,3,3,17,4,3,45,3,46,5,3,2,3,41,5,31,5,34,4,2,6,2,48,4,4,1,39,2,10,1,1,5,7,2
834,13,5,905,45,408,208,1,10,1,151,6,5,1585,187,2,243,3,19,31,3,3,1,11,1,2,3,3,3,1,5,23,121,10,30,56,6,10,20,194,1,219,7,34,109,4,739,9,3,79,2,272,1,112,180,6,26,4,11,57,4,4,14,4,25,50,40,21,5,3,49,13,3,36,3,46,2,2,5,3,28,5,35,4,32,4,3,23,5,46,1,1,5,27,15,39,1,2,1,3,3
835,11,3,596,30,196,1325,2,24,2,240,102,5,1893,25,4,69,2,16,9,3,2,1,23,4,2,1,1,5,1,1,17,101,10,25,108,15,11,30,108,1,189,3,1,102,1,608,5,1,66,1,172,1,152,190,3,256,6,38,31,1,4,37,3,58,18,10,43,4,4,27,35,4,6,4,20,2,4,3,2,19,4,22,1,43,3,5,13,5,62,5,2,2,31,24,24,4,5,4,9,6
836,5,3,60,37,65,1033,1,27,2,202,78,3,1817,158,4,114,3,33,19,3,2,4,39,3,1,1,3,5,1,1,48,214,9,29,61,5,21,27,194,1,140,11,23,123,1,722,3,1,249,2,213,2,10,247,4,139,1,10,2,3,4,31,3,47,37,3,25,2,4,47,16,2,2,1,28,5,4,2,2,10,3,44,5,27,1,5,23,2,55,4,3,10,36,27,29,3,3,5,8,10
837,30,1,990,11,19,328,3,34,2,26,93,5,1374,83,1,316,2,28,11,3,1,2,23,2,1,1,1,5,1,1,31,139,7,27,37,32,14,41,44,1,20,1,30,33,4,90,10,1,249,2,170,3,270,143,4,213,6,1,3,2,3,10,2,45,54,23,39,4,3,32,36,1,19,3,44,1,2,2,2,43,1,38,2,42,1,2,44,5,34,1,3,10,36,3,31,3,5,5,4,6
838,32,3,465,14,325,363,3,35,1,42,178,4,225,61,3,17,1,31,27,1,1,4,2,3,3,3,2,2,1,4,9,92,10,21,84,33,19,8,183,1,216,9,34,31,4,490,2,2,268,3,315,2,137,174,6,306,6,24,57,4,3,51,1,11,34,46,50,5,3,28,23,3,43,1,5,1,3,1,2,30,2,28,5,28,1,1,58,3,36,2,1,3,34,27,44,3,5,3,3,10
839,19,5,1140,43,179,1152,2,24,1,85,107,4,1066,31,4,10,2,21,26,2,4,1,42,2,3,1,2,4,1,5,16,87,9,6,112,27,23,6,185,1,30,5,2,112,3,434,5,3,132,3,243,1,98,30,6,318,3,38,44,2,2,19,2,58,46,37,14,4,3,44,16,2,20,2,62,4,3,2,1,30,5,26,10,22,3,1,63,3,21,4,2,2,29,12,9,4,1,1,3,10
840,5,4,881,42,277,650,2,13,2,126,41,2,438,203,1,253,3,15,30,3,5,3,19,2,3,1,1,2,1,4,39,215,6,30,25,35,11,5,227,1,70,1,30,71,3,638,2,2,376,1,295,1,371,174,3,56,3,41,38,2,4,40,2,27,54,14,21,2,4,54,7,1,37,3,17,5,4,3,3,43,2,29,5,45,4,5,14,1,27,6,1,1,39,17,4,1,3,3,1,7
841,31,5,128,46,428,910,3,25,2,269,24,2,2185,132,1,62,1,41,28,2,3,3,50,4,3,3,3,3,1,2,45,30,5,33,13,14,9,6,228,1,56,2,8,72,3,690,5,3,151,3,89,1,44,150,5,35,5,35,9,2,3,39,1,20,29,24,2,5,2,61,46,3,3,1,13,1,3,3,1,64,4,45,3,10,4,3,49,3,50,6,4,7,40,44,18,2,3,1,10,4
842,14,5,1047,14,358,1095,1,33,1,273,85,4,1117,89,2,180,2,19,30,1,5,4,6,5,2,3,2,2,1,4,50,101,1,12,56,33,10,4,104,1,184,5,20,20,2,296,3,1,100,3,206,2,348,111,1,13,2,3,28,2,1,37,2,8,30,10,9,4,4,27,17,1,39,3,30,2,4,4,4,49,6,7,10,5,1,1,42,5,53,4,4,1,16,21,13,1,1,1,3,1
843,26,5,19,28,96,954,2,7,1,331,50,5,883,117,4,133,3,6,22,3,1,2,36,1,1,2,2,2,1,5,23,213,5,24,39,7,5,20,120,1,230,12,34,19,4,826,10,3,373,1,392,1,96,261,5,112,3,35,39,4,4,36,1,13,9,9,51,5,1,28,42,2,31,2,46,2,3,1,3,41,3,16,2,43,3,4,13,2,24,2,1,6,16,18,33,1,3,4,2,6
844,12,5,214,48,349,157,2,19,1,262,231,5,162,28,5,187,1,42,8,3,4,4,13,1,1,1,1,5,1,4,32,200,11,20,9,12,10,26,192,1,92,3,13,103,3,629,10,1,312,1,20,3,54,344,1,233,6,4,16,3,2,6,1,58,47,34,33,4,2,5,29,4,33,2,57,4,2,5,1,43,6,22,9,3,2,3,54,5,63,5,3,3,24,4,3,2,2,4,1,1
845,7,1,266,16,307,503,1,30,1,95,177,3,1689,179,5,254,3,6,9,3,2,1,1,2,2,3,2,1,1,5,24,87,6,5,62,16,6,37,218,1,33,10,18,5,3,77,5,2,112,2,263,2,238,200,1,298,5,20,64,4,3,34,4,58,40,42,46,5,2,26,19,3,27,1,45,3,1,2,4,12,3,14,2,36,3,2,30,4,18,2,3,2,35,24,12,1,4,1,4,8
846,11,2,1054,22,85,306,1,37,1,11,14,3,140,80,4,16,1,8,14,3,5,4,39,1,3,2,1,1,1,1,20,131,8,7,97,22,3,15,187,1,185,3,23,3,2,516,7,3,234,3,438,3,356,78,4,286,6,10,1,5,2,30,4,42,36,23,18,1,4,52,12,2,44,3,51,1,3,2,3,46,5,18,8,44,2,5,58,5,58,3,4,8,45,31,21,1,1,5,4,7
847,11,1,234,38,141,822,3,4,1,205,52,3,2331,159,5,12,1,45,22,3,2,1,29,5,1,1,1,4,1,3,27,75,10,13,58,9,6,28,178,1,12,3,8,67,4,957,8,2,115,2,172,3,412,122,1,77,3,20,34,2,3,41,2,35,15,9,45,6,3,10,37,3,8,4,59,6,1,4,4,34,3,2,9,18,1,5,46,3,37,4,4,3,13,14,12,1,5,3,3,3
848,2,3,300,17,29,369,1,17,1,295,130,2,576,69,1,190,3,43,5,1,3,2,21,3,1,1,1,4,1,2,24,233,5,26,4,40,8,12,162,1,23,2,33,87,4,1214,6,3,264,1,230,3,118,124,1,179,1,15,25,3,2,38,1,40,39,21,42,5,2,57,33,4,6,1,46,3,4,4,2,47,1,36,3,20,3,2,34,5,12,4,1,3,41,3,41,3,3,5,9,1
849,22,2,570,16,92,980,3,15,2,259,72,4,2297,26,4,162,1,43,5,2,4,2,21,3,1,2,3,1,1,2,29,158,1,5,70,18,18,35,199,1,78,11,14,2,3,1100,1,2,179,2,441,2,437,9,3,306,6,14,11,2,1,15,3,60,47,16,7,2,2,2,23,1,49,3,60,4,2,5,2,28,2,37,2,22,2,2,57,4,2,3,4,6,22,10,10,1,1,4,1,5
850,10,5,61,41,403,500,2,43,2,320,96,5,1724,170,3,293,3,31,25,1,4,1,26,5,1,1,1,4,1,1,29,31,9,30,31,11,5,9,31,1,170,12,20,122,4,756,2,3,408,2,335,3,24,180,1,57,2,25,18,2,3,41,4,35,52,14,33,4,4,32,32,1,5,2,20,1,1,1,2,4,2,40,6,22,3,5,23,2,56,2,4,5,10,18,21,3,5,1,8,9
851,10,2,1071,20,131,719,1,27,1,159,9,5,1584,137,3,296,3,40,20,2,4,3,34,4,3,1,3,5,1,3,5,234,4,16,47,7,16,22,52,1,19,4,9,30,1,855,5,1,320,2,441,2,156,78,1,10,6,6,43,5,2,4,3,51,43,44,45,2,1,49,26,3,55,4,44,5,1,2,3,29,2,13,1,37,3,3,7,5,53,4,3,8,42,23,1,4,3,1,5,8
852,31,4,451,37,252,298,3,42,2,173,105,5,456,169,2,53,3,2,13,1,2,1,43,5,3,2,2,4,1,5,20,158,1,27,107,21,8,15,1,1,224,9,9,113,1,479,2,2,392,1,76,2,21,219,5,299,4,16,30,5,2,27,4,14,47,26,14,1,2,26,32,3,33,2,29,6,2,6,1,55,4,4,9,6,4,1,58,5,30,6,1,5,21,28,40,2,5,3,6,7
853,4,3,97,8,139,104,2,15,1,336,233,1,171,59,4,214,3,21,14,3,4,2,19,4,2,3,2,4,1,3,23,227,7,15,82,35,15,39,78,1,174,11,21,75,3,486,10,1,404,3,59,1,441,182,2,308,2,2,26,5,4,47,4,57,11,37,30,4,4,41,12,3,9,1,31,5,1,1,1,45,4,39,1,3,2,3,2,2,25,4,4,5,43,34,11,3,5,4,6,7
854,29,5,1086,6,67,308,1,10,2,155,186,3,974,169,1,155,1,24,30,3,4,2,38,3,1,1,3,4,1,2,37,45,6,24,99,4,5,21,41,1,120,8,18,31,1,990,5,1,127,2,381,3,244,272,4,75,1,43,64,4,1,49,2,64,33,20,24,4,1,37,37,2,32,3,39,5,3,5,3,53,3,45,6,5,4,4,45,5,27,3,1,9,12,37,42,2,5,2,6,8
855,29,2,687,50,151,657,3,9,1,60,229,2,1959,59,3,59,3,35,8,2,3,3,17,3,3,1,2,3,1,2,27,50,9,33,39,19,2,34,135,1,79,6,28,16,2,688,10,2,448,3,357,1,105,279,2,79,4,27,1,4,4,26,1,2,26,21,22,1,2,24,46,2,37,1,31,2,1,1,2,5,6,31,1,4,3,5,43,3,13,4,1,2,7,36,40,2,1,3,2,2
856,5,2,1184,4,101,1131,1,19,1,222,99,3,1935,170,5,110,3,3,4,1,4,2,43,5,2,2,2,4,1,1,12,67,7,30,69,33,8,29,98,1,208,11,19,10,2,654,3,1,378,3,45,1,26,73,6,329,5,13,30,1,2,1,2,4,49,12,24,2,4,55,14,4,43,4,11,4,1,1,2,34,5,25,3,23,3,4,46,1,30,3,4,1,34,23,3,1,1,1,9,6
857,5,3,1122,35,401,934,1,45,1,11,165,2,1685,115,3,280,3,39,16,3,3,2,38,3,1,1,1,1,1,2,34,227,5,30,73,5,2,16,182,1,136,4,19,105,4,904,9,3,217,1,440,3,167,26,2,18,2,39,38,5,3,8,2,41,34,37,35,2,1,63,42,2,24,1,3,6,1,5,2,8,3,40,4,17,2,4,37,1,63,1,3,7,29,25,40,3,5,4,8,4
858,8,2,1223,51,143,113,1,13,2,36,224,3,1840,77,3,74,2,14,11,1,5,2,5,2,3,1,1,1,1,2,42,134,11,33,84,5,22,35,35,1,49,5,34,57,4,486,3,2,14,2,53,3,307,305,3,137,2,14,14,5,2,37,2,26,25,36,47,4,1,58,10,4,38,2,10,6,4,6,4,24,4,32,4,42,4,2,41,2,63,6,2,2,35,6,4,3,2,1,10,1
859,4,3,462,16,132,782,3,28,2,215,145,2,1708,193,1,129,2,28,12,1,4,3,36,5,3,3,3,2,1,5,39,168,5,14,1,37,7,40,158,1,91,7,14,65,1,287,4,1,64,1,193,1,109,82,3,166,4,32,19,1,1,25,3,56,46,25,17,5,4,14,21,1,13,4,4,4,3,5,2,62,3,8,3,39,4,4,42,5,37,6,1,5,28,6,3,2,5,1,6,8
860,1,5,163,9,334,159,3,33,1,116,58,4,891,159,1,3,1,20,9,2,1,2,22,2,2,2,3,2,1,5,22,73,4,23,38,25,11,6,180,1,30,9,20,66,1,111,6,3,322,2,392,1,133,337,4,272,3,29,19,5,1,53,2,46,3,30,36,6,3,61,22,2,15,1,50,5,1,6,4,60,2,17,6,30,3,2,34,4,3,1,3,8,8,1,34,4,3,2,8,7
861,18,2,994,18,23,776,2,21,1,167,26,3,689,176,1,237,3,25,2,3,3,2,51,3,1,1,3,3,1,1,45,87,12,32,104,9,8,14,67,1,44,11,33,122,4,332,6,3,182,3,384,2,100,288,5,171,6,36,28,2,3,10,4,18,27,10,22,4,2,17,12,4,9,1,11,6,2,1,3,57,2,31,8,37,2,5,24,4,37,1,3,4,12,32,1,3,1,4,9,9
862,23,4,890,34,299,711,2,7,1,264,95,4,342,16,5,34,1,20,34,1,1,1,8,3,2,1,3,2,1,2,43,99,2,20,20,10,4,10,53,1,89,3,32,109,1,433,1,1,92,1,27,1,157,181,2,29,1,16,42,5,3,14,3,26,16,17,24,2,1,34,44,3,35,2,42,2,1,6,3,28,1,11,4,11,4,2,42,3,44,4,2,5,32,37,43,4,3,5,2,5
863,18,3,896,2,131,797,2,16,1,119,108,3,78,114,5,315,3,44,5,3,4,1,50,2,1,2,2,4,1,1,41,205,10,11,73,31,8,30,197,1,64,5,8,120,3,559,8,3,272,2,32,1,253,177,3,87,5,11,44,1,4,24,3,11,36,27,31,2,2,39,4,4,37,2,57,2,3,2,2,60,6,1,3,12,3,1,9,1,40,1,1,9,3,6,40,1,5,1,5,3
864,27,2,951,3,278,1292,1,45,1,232,27,3,619,137,2,100,1,42,29,1,5,1,26,2,1,2,2,2,1,3,50,68,8,8,7,35,17,6,42,1,100,10,8,55,4,895,7,3,195,1,290,2,251,23,1,289,2,18,51,4,1,22,1,43,18,5,1,6,3,25,34,4,9,3,31,4,4,5,4,5,6,22,5,36,2,3,9,2,49,6,1,2,38,2,35,4,2,5,9,4
865,31,1,1030,34,92,720,2,12,1,100,51,2,86,54,4,278,3,40,7,1,1,2,29,5,3,3,2,1,1,2,42,138,2,34,13,41,5,22,114,1,198,8,22,58,1,920,4,3,358,2,355,2,322,9,3,328,4,41,35,4,2,10,2,31,44,27,19,3,1,24,39,2,24,2,42,3,2,5,1,20,1,25,8,17,2,4,40,4,61,6,4,6,42,8,34,4,1,2,4,2
866,19,4,684,43,17,1175,2,20,2,199,136,1,505,184,3,319,2,31,21,2,2,4,34,2,1,2,3,2,1,2,32,39,2,27,38,38,13,11,196,1,117,5,20,49,3,463,3,3,362,1,149,2,286,5,6,46,6,41,55,3,4,14,3,11,26,45,18,6,3,31,26,3,56,4,13,4,3,6,3,14,3,6,4,42,2,3,24,2,4,4,2,7,13,19,6,2,4,1,4,3
867,16,1,183,38,150,1186,3,43,2,336,50,5,1410,122,1,81,1,39,22,3,1,2,25,3,1,3,2,5,1,1,15,39,2,11,79,12,3,5,194,1,69,1,1,29,4,509,4,1,184,1,134,3,286,182,2,110,5,34,21,4,2,29,3,26,56,42,50,6,2,12,15,2,32,3,21,1,2,2,1,53,1,8,7,22,4,5,23,4,12,5,3,2,14,34,37,3,4,2,1,9
